Phi[deg],Theta[deg],RealizedGainTotal
-180,0,8.21144e-08
-178,0,8.21144e-08
-176,0,8.21144e-08
-174,0,8.21144e-08
-172,0,8.21144e-08
-170,0,8.21144e-08
-168,0,8.21144e-08
-166,0,8.21144e-08
-164,0,8.21144e-08
-162,0,8.21144e-08
-160,0,8.21144e-08
-158,0,8.21144e-08
-156,0,8.21144e-08
-154,0,8.21144e-08
-152,0,8.21144e-08
-150,0,8.21144e-08
-148,0,8.21144e-08
-146,0,8.21144e-08
-144,0,8.21144e-08
-142,0,8.21144e-08
-140,0,8.21144e-08
-138,0,8.21144e-08
-136,0,8.21144e-08
-134,0,8.21144e-08
-132,0,8.21144e-08
-130,0,8.21144e-08
-128,0,8.21144e-08
-126,0,8.21144e-08
-124,0,8.21144e-08
-122,0,8.21144e-08
-120,0,8.21144e-08
-118,0,8.21144e-08
-116,0,8.21144e-08
-114,0,8.21144e-08
-112,0,8.21144e-08
-110,0,8.21144e-08
-108,0,8.21144e-08
-106,0,8.21144e-08
-104,0,8.21144e-08
-102,0,8.21144e-08
-100,0,8.21144e-08
-98,0,8.21144e-08
-96,0,8.21144e-08
-94,0,8.21144e-08
-92,0,8.21144e-08
-90,0,8.21144e-08
-88,0,8.21144e-08
-86,0,8.21144e-08
-84,0,8.21144e-08
-82,0,8.21144e-08
-80,0,8.21144e-08
-78,0,8.21144e-08
-76,0,8.21144e-08
-74,0,8.21144e-08
-72,0,8.21144e-08
-70,0,8.21144e-08
-68,0,8.21144e-08
-66,0,8.21144e-08
-64,0,8.21144e-08
-62,0,8.21144e-08
-60,0,8.21144e-08
-58,0,8.21144e-08
-56,0,8.21144e-08
-54,0,8.21144e-08
-52,0,8.21144e-08
-50,0,8.21144e-08
-48,0,8.21144e-08
-46,0,8.21144e-08
-44,0,8.21144e-08
-42,0,8.21144e-08
-40,0,8.21144e-08
-38,0,8.21144e-08
-36,0,8.21144e-08
-34,0,8.21144e-08
-32,0,8.21144e-08
-30,0,8.21144e-08
-28,0,8.21144e-08
-26,0,8.21144e-08
-24,0,8.21144e-08
-22,0,8.21144e-08
-20,0,8.21144e-08
-18,0,8.21144e-08
-16,0,8.21144e-08
-14,0,8.21144e-08
-12,0,8.21144e-08
-10,0,8.21144e-08
-8,0,8.21144e-08
-6,0,8.21144e-08
-4,0,8.21144e-08
-2,0,8.21144e-08
0,0,8.21144e-08
2,0,8.21144e-08
4,0,8.21144e-08
6,0,8.21144e-08
8,0,8.21144e-08
10,0,8.21144e-08
12,0,8.21144e-08
14,0,8.21144e-08
16,0,8.21144e-08
18,0,8.21144e-08
20,0,8.21144e-08
22,0,8.21144e-08
24,0,8.21144e-08
26,0,8.21144e-08
28,0,8.21144e-08
30,0,8.21144e-08
32,0,8.21144e-08
34,0,8.21144e-08
36,0,8.21144e-08
38,0,8.21144e-08
40,0,8.21144e-08
42,0,8.21144e-08
44,0,8.21144e-08
46,0,8.21144e-08
48,0,8.21144e-08
50,0,8.21144e-08
52,0,8.21144e-08
54,0,8.21144e-08
56,0,8.21144e-08
58,0,8.21144e-08
60,0,8.21144e-08
62,0,8.21144e-08
64,0,8.21144e-08
66,0,8.21144e-08
68,0,8.21144e-08
70,0,8.21144e-08
72,0,8.21144e-08
74,0,8.21144e-08
76,0,8.21144e-08
78,0,8.21144e-08
80,0,8.21144e-08
82,0,8.21144e-08
84,0,8.21144e-08
86,0,8.21144e-08
88,0,8.21144e-08
90,0,8.21144e-08
92,0,8.21144e-08
94,0,8.21144e-08
